customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_probability,tenure_group
9972-EWRJS,Female,0,Yes,Yes,67,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.008188539088921452,48+ months (Loyal)
9314-IJWSQ,Female,0,Yes,Yes,14,Month-to-month,Yes,Electronic check,84.8,1203.9,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.8331789014915543,13-24 months
0661-XEYAN,Female,1,No,No,1,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,No,No phone service,DSL,No,No,No,No,No,No,0.8025825720566494,0-12 months (New)
5799-JRCZO,Female,0,No,Yes,63,Two year,No,Credit card (automatic),19.5,1215.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0066654475064589925,48+ months (Loyal)
1921-KYSAY,Female,0,No,No,41,One year,Yes,Electronic check,68.6,2877.05,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,0.30894125272535794,25-48 months
6198-RTPMF,Female,0,Yes,No,17,Month-to-month,No,Electronic check,92.6,1579.7,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.8466552860910969,13-24 months
2924-KHUVI,Male,0,Yes,No,56,One year,Yes,Electronic check,100.55,5514.95,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0.4789660302370549,48+ months (Loyal)
1925-GMVBW,Female,0,No,No,5,Month-to-month,No,Credit card (automatic),20.55,96.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.34743012917751004,0-12 months (New)
7881-EVUAD,Female,0,No,No,2,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,0.7864836639030517,0-12 months (New)
6184-DYUOB,Female,0,Yes,No,3,Month-to-month,Yes,Mailed check,19.6,55.25,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.4401289883443325,0-12 months (New)
9207-ZPANB,Male,0,No,No,37,One year,No,Electronic check,67.45,2443.3,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0.14114752384272058,25-48 months
5766-XQXMQ,Female,0,No,No,29,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,0.36632460524823346,25-48 months
9327-QSDED,Male,0,No,No,8,Month-to-month,No,Mailed check,43.55,335.4,No,Yes,No,DSL,No,No,No,No,No,No,0.5382189214935892,0-12 months (New)
1656-DRSMG,Female,0,No,No,63,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.5335749663947441,48+ months (Loyal)
3012-VFFMN,Female,0,Yes,Yes,7,Month-to-month,No,Mailed check,20.65,158.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2743541236796741,0-12 months (New)
2984-AFWNC,Female,0,No,No,3,Month-to-month,No,Electronic check,95.4,293.15,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0.8424079270474949,0-12 months (New)
0640-YJTPY,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),21.0,1493.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0045404698690390275,48+ months (Loyal)
8096-LOIST,Female,0,No,No,19,Month-to-month,Yes,Electronic check,56.2,1093.4,No,Yes,No,DSL,No,No,No,No,No,Yes,0.6548771685506153,13-24 months
9764-REAFF,Female,0,Yes,No,59,Two year,No,Bank transfer (automatic),18.4,1057.85,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.01014030440553624,48+ months (Loyal)
3703-VAVCL,Male,0,Yes,Yes,2,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0.6696212663527056,0-12 months (New)
7107-UBYKY,Female,0,Yes,Yes,35,Month-to-month,Yes,Electronic check,25.75,882.55,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.20736734516803568,25-48 months
4881-GQJTW,Male,0,No,No,14,Month-to-month,No,Credit card (automatic),19.6,300.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2695402248989465,13-24 months
8519-QJGJD,Female,0,No,No,14,Month-to-month,No,Electronic check,75.35,1025.95,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,0.7181486750150076,13-24 months
7876-DNYAP,Female,0,Yes,Yes,69,Two year,No,Credit card (automatic),19.8,1436.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0048235239596492495,48+ months (Loyal)
7905-NJMXS,Male,1,Yes,No,7,Month-to-month,No,Electronic check,64.2,475.0,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.5302829741548344,0-12 months (New)
2882-WDTBA,Male,0,Yes,Yes,69,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,0.023827744218336114,48+ months (Loyal)
2091-GPPIQ,Female,0,Yes,Yes,72,Two year,Yes,Electronic check,78.95,5730.15,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,0.07434884174517356,48+ months (Loyal)
6326-MTTXK,Male,0,No,No,8,Month-to-month,No,Electronic check,100.85,819.55,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.8551317507115124,0-12 months (New)
5071-FBJFS,Female,0,Yes,Yes,4,Month-to-month,No,Electronic check,50.3,217.1,No,Yes,No,DSL,Yes,No,No,No,No,No,0.5052403905474707,0-12 months (New)
2796-UUZZO,Male,0,Yes,Yes,63,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0.25861552497839013,48+ months (Loyal)
2429-AYKKO,Male,0,No,No,72,Two year,No,Bank transfer (automatic),19.85,1434.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.005834528473613069,48+ months (Loyal)
9798-OPFEM,Female,0,No,No,46,Two year,Yes,Electronic check,21.1,937.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.03531411116722657,25-48 months
0330-IVZHA,Female,0,Yes,No,5,Month-to-month,No,Electronic check,69.95,330.15,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7795572334288375,0-12 months (New)
3794-NFNCH,Male,0,Yes,No,30,Month-to-month,Yes,Mailed check,50.0,1474.9,No,Yes,No,DSL,No,No,Yes,No,No,No,0.3633385809051578,25-48 months
5193-QLVZB,Male,0,No,No,63,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.2721535129676383,48+ months (Loyal)
7114-AEOZE,Female,0,No,No,60,Two year,No,Bank transfer (automatic),19.85,1128.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.00987762934150293,48+ months (Loyal)
2886-KEFUM,Female,0,Yes,No,63,One year,Yes,Electronic check,107.5,6873.75,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.49310584211722885,48+ months (Loyal)
5522-NYKPB,Male,0,Yes,Yes,25,Month-to-month,No,Electronic check,85.9,2199.05,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,0.6145681823477664,25-48 months
4237-RLAQD,Male,0,No,No,1,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,Yes,No,DSL,No,No,No,No,No,No,0.6700889675258678,0-12 months (New)
9957-YODKZ,Male,1,Yes,No,6,Month-to-month,Yes,Electronic check,80.8,457.1,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0.8725786167425957,0-12 months (New)
6518-KZXCB,Male,0,No,No,22,Two year,No,Mailed check,25.25,566.5,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.06938843154532458,13-24 months
2245-ADZFJ,Female,0,Yes,Yes,31,Two year,No,Bank transfer (automatic),80.55,2471.6,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,0.12751737869770347,25-48 months
7776-QGYJC,Female,0,Yes,Yes,39,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,0.41214337171422144,25-48 months
9313-QOLTZ,Male,0,No,No,26,Month-to-month,No,Mailed check,20.9,518.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.16202649592096505,25-48 months
9651-GTSAQ,Female,0,Yes,No,53,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.3390317110663911,48+ months (Loyal)
3186-BAXNB,Female,0,No,No,1,Month-to-month,No,Electronic check,91.7,91.7,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,0.7598229841936256,0-12 months (New)
4672-FOTSD,Male,0,No,No,12,Month-to-month,Yes,Electronic check,67.25,832.3,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.5053228920434002,13-24 months
0637-YLETY,Female,0,No,No,16,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0.7622387890690303,13-24 months
9818-XQCUV,Female,0,No,No,2,Month-to-month,No,Mailed check,20.35,45.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3793642600149221,0-12 months (New)
7338-ERIVA,Male,0,No,Yes,39,One year,No,Bank transfer (automatic),45.05,1790.6,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,0.13337218021310948,25-48 months
1157-BQCUW,Male,0,No,No,1,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8835990549741355,0-12 months (New)
8259-NFJTV,Female,0,Yes,Yes,7,Month-to-month,No,Mailed check,34.65,246.6,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,0.42350824044951496,0-12 months (New)
3223-DWFIO,Male,1,No,No,4,Month-to-month,No,Electronic check,69.35,261.65,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.8353312470343632,0-12 months (New)
2660-EMUBI,Male,1,No,No,10,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.9201086233777785,0-12 months (New)
6968-GMKPR,Female,0,No,No,55,Month-to-month,Yes,Electronic check,81.55,4509.5,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0.45614939738762283,48+ months (Loyal)
4751-ERMAN,Male,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,0.05221180381845551,48+ months (Loyal)
1436-ZMJAN,Female,0,Yes,No,10,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,0.6904712908659796,0-12 months (New)
3292-PBZEJ,Male,1,No,No,11,Month-to-month,Yes,Electronic check,111.4,1183.05,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.8673659050295391,0-12 months (New)
0799-DDIHE,Female,0,Yes,Yes,15,Month-to-month,No,Electronic check,46.3,639.45,No,Yes,No,DSL,No,No,No,No,No,No,0.47987067379281073,13-24 months
3070-FNFZQ,Female,0,Yes,Yes,23,Two year,No,Bank transfer (automatic),20.4,478.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.04575173816949933,13-24 months
2812-SFXMJ,Male,0,No,Yes,1,Month-to-month,No,Mailed check,20.05,20.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3585537630784184,0-12 months (New)
7675-OZCZG,Female,1,No,No,3,Month-to-month,No,Electronic check,45.0,127.1,Yes,Yes,No,DSL,No,No,No,No,No,No,0.7145499068010678,0-12 months (New)
5014-WUQMG,Male,0,Yes,Yes,47,One year,Yes,Electronic check,96.1,4391.45,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.3093494537109213,25-48 months
5312-TSZVC,Female,0,No,Yes,15,One year,No,Mailed check,19.65,270.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.12313552003521826,13-24 months
2003-CKLOR,Male,0,No,No,66,Month-to-month,No,Electronic check,99.5,6710.5,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5215313184815051,48+ months (Loyal)
0993-OSGPT,Female,1,Yes,No,68,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,0.0584269625275122,48+ months (Loyal)
9254-RBFON,Female,0,Yes,Yes,17,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.4949840564653443,13-24 months
1205-WNWPJ,Female,0,No,No,7,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,Yes,No,DSL,No,No,No,Yes,Yes,No,0.605325208206039,0-12 months (New)
9391-EOYLI,Male,1,Yes,No,12,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.8665340492336555,13-24 months
7108-DGVUU,Female,1,Yes,No,21,One year,No,Bank transfer (automatic),71.7,1497.05,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,0.35976415017508545,13-24 months
2782-JEEBU,Male,0,No,No,21,Month-to-month,Yes,Mailed check,36.0,780.15,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.465350617632095,13-24 months
5127-BZENZ,Female,0,Yes,Yes,56,One year,No,Bank transfer (automatic),65.2,3512.15,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,0.08292519938223229,48+ months (Loyal)
2720-FVBQP,Female,0,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No,Yes,Yes,DSL,No,No,No,No,No,No,0.626424363764494,0-12 months (New)
9906-NHHVC,Female,1,No,No,65,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.10982971027170316,48+ months (Loyal)
4522-XRWWI,Male,0,Yes,No,42,One year,No,Credit card (automatic),80.45,3375.9,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0.1640846264144428,25-48 months
3766-EJLFL,Female,0,Yes,Yes,68,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.15023820175644678,48+ months (Loyal)
5939-SXWHM,Male,0,Yes,Yes,48,Two year,No,Bank transfer (automatic),26.3,1245.05,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.018548755087153583,48+ months (Loyal)
8152-UOBNY,Female,1,No,No,50,One year,Yes,Electronic check,106.8,5347.95,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0.5799274899885549,48+ months (Loyal)
7351-KYHQH,Female,1,No,No,7,Month-to-month,Yes,Electronic check,64.95,493.65,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,0.7495740643556863,0-12 months (New)
7643-RCHXS,Female,0,Yes,Yes,63,Two year,No,Electronic check,19.35,1263.85,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.009522478677988111,48+ months (Loyal)
8246-SHFGA,Male,0,No,No,17,Month-to-month,No,Credit card (automatic),21.1,385.55,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.23445255852338917,13-24 months
8387-MOJJT,Female,0,Yes,Yes,42,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.5450283274621892,25-48 months
0620-XEFWH,Male,0,Yes,Yes,4,Month-to-month,No,Mailed check,18.85,84.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.32269190649219925,0-12 months (New)
6485-QXWWE,Female,0,No,Yes,62,Two year,No,Bank transfer (automatic),26.0,1638.7,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.010119517816236006,48+ months (Loyal)
2761-OCIAX,Male,1,No,No,2,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.8631808594288097,0-12 months (New)
7321-VGNKU,Female,0,Yes,No,2,Month-to-month,Yes,Electronic check,70.35,120.25,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.8436331335643225,0-12 months (New)
5327-CNLUQ,Male,0,Yes,No,48,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,0.20245692524066078,48+ months (Loyal)
7552-KEYGT,Male,0,Yes,No,27,Two year,No,Bank transfer (automatic),19.55,520.55,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.047205446185836476,25-48 months
5816-JMLGY,Female,0,Yes,Yes,70,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0.04528096140247199,48+ months (Loyal)
3068-OMWZA,Male,1,No,No,1,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,0.9189878039636583,0-12 months (New)
2927-QRRQV,Male,0,Yes,No,46,One year,Yes,Electronic check,94.65,4312.5,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0.5105389958245187,25-48 months
6032-KRXXO,Male,0,No,No,30,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.8138006964033032,25-48 months
7459-RRWQZ,Female,0,No,No,15,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,0.5918001367800819,13-24 months
6265-SXWBU,Male,0,Yes,Yes,69,One year,No,Credit card (automatic),95.75,6511.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0.18037024466008525,48+ months (Loyal)
7941-RCJOW,Male,0,No,No,65,Two year,Yes,Credit card (automatic),19.55,1218.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.010253798379425914,48+ months (Loyal)
6374-NTQLP,Male,1,Yes,Yes,72,Two year,Yes,Credit card (automatic),104.1,7447.7,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.11826946845024049,48+ months (Loyal)
4154-AQUGT,Male,1,Yes,No,13,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,0.7581903179577087,13-24 months
2387-KDZQY,Male,0,No,No,17,One year,Yes,Mailed check,20.1,279.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.1765286531829658,13-24 months
3584-WKTTW,Male,0,Yes,No,51,One year,Yes,Electronic check,111.55,5720.35,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.4597078093746214,48+ months (Loyal)
3399-BMLVW,Male,0,Yes,Yes,51,Two year,No,Credit card (automatic),60.5,3121.45,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0.018968837155220106,48+ months (Loyal)
1971-DTCZB,Female,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.04811115236744846,48+ months (Loyal)
3092-IGHWF,Male,0,Yes,Yes,67,One year,No,Electronic check,87.4,5918.8,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,0.18919686067282418,48+ months (Loyal)
3374-PZLXD,Male,0,No,No,34,Month-to-month,No,Mailed check,19.7,675.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.11990895096651846,25-48 months
3813-DHBBB,Male,0,Yes,No,67,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,0.03353013083232363,48+ months (Loyal)
2812-REYAT,Female,0,Yes,No,49,One year,Yes,Bank transfer (automatic),20.05,923.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.04450267487006592,48+ months (Loyal)
6518-PPLMZ,Male,0,Yes,Yes,53,Two year,Yes,Mailed check,19.4,1110.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.014861265825775488,48+ months (Loyal)
4939-KYYPY,Male,0,No,No,27,Month-to-month,No,Electronic check,59.45,1611.65,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,0.42505283680085865,25-48 months
8017-LXHFA,Female,1,No,No,23,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0.8509170099163719,13-24 months
5930-GBIWP,Male,0,No,No,69,Two year,Yes,Credit card (automatic),81.5,5553.25,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0.0345504308500006,48+ months (Loyal)
6022-KOUQO,Female,0,Yes,Yes,2,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No,No,No phone service,DSL,No,No,No,Yes,No,No,0.607771076225063,0-12 months (New)
6352-TWCAU,Female,0,No,No,35,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.7638552474336654,25-48 months
2361-UPSND,Female,0,Yes,No,46,One year,No,Mailed check,70.6,3231.05,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,0.07263184056513573,25-48 months
6035-RIIOM,Female,0,No,No,54,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.31654984031055294,48+ months (Loyal)
2929-QNSRW,Female,0,Yes,No,56,One year,Yes,Electronic check,98.25,5508.35,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.5440846812286614,48+ months (Loyal)
1262-OPMFY,Female,0,Yes,No,9,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,0.7432878798602793,0-12 months (New)
9504-DSHWM,Male,0,No,No,20,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,0.34011741320829364,13-24 months
5035-BVCXS,Male,0,No,No,11,Month-to-month,Yes,Mailed check,75.9,866.4,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.7078731281889103,0-12 months (New)
6267-DCFFZ,Female,1,Yes,No,30,Month-to-month,Yes,Electronic check,90.05,2627.2,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0.7952114753625359,25-48 months
3533-UVMOM,Male,0,Yes,No,68,Two year,No,Bank transfer (automatic),70.95,4741.45,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,0.024274152284796093,48+ months (Loyal)
2439-LYPMQ,Male,1,Yes,No,38,Month-to-month,Yes,Electronic check,102.6,4009.2,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.8304959311773258,25-48 months
4248-QPAVC,Female,1,Yes,No,17,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,0.7090328951448395,13-24 months
1899-VXWXM,Male,0,No,No,48,One year,Yes,Credit card (automatic),106.1,5082.8,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5017438302902628,48+ months (Loyal)
1478-VPOAD,Female,0,No,No,1,Month-to-month,No,Electronic check,43.8,43.8,No,Yes,No,DSL,No,No,No,No,No,No,0.6942162450418242,0-12 months (New)
9995-HOTOH,Male,0,Yes,Yes,63,Two year,No,Electronic check,59.0,3707.6,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.0572156680615283,48+ months (Loyal)
2988-PLAHS,Female,0,No,No,3,One year,Yes,Electronic check,69.95,220.45,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,0.6818797933703256,0-12 months (New)
1371-OJCEK,Female,0,No,No,48,One year,No,Bank transfer (automatic),24.35,1133.7,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.04710473564918164,48+ months (Loyal)
4999-IEZLT,Male,0,No,No,66,One year,No,Credit card (automatic),29.45,1983.15,No,No,No phone service,DSL,No,No,No,Yes,No,No,0.047860339649994046,48+ months (Loyal)
8883-ANODQ,Female,0,Yes,Yes,68,Two year,Yes,Credit card (automatic),84.4,5746.75,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,0.09216301637156035,48+ months (Loyal)
4690-LLKUA,Male,1,No,No,17,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,Yes,No,DSL,No,No,No,No,No,No,0.6697494876524536,13-24 months
2351-RRBUE,Female,0,Yes,Yes,7,One year,No,Mailed check,20.65,134.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.16047631443699525,0-12 months (New)
5980-BDHPY,Male,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.052267395755226875,48+ months (Loyal)
1498-DQNRX,Female,0,Yes,No,29,Month-to-month,No,Mailed check,19.85,573.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.1367281517406019,25-48 months
9469-WEJBT,Male,0,Yes,No,37,Month-to-month,Yes,Electronic check,90.35,3419.3,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0.6530160627228503,25-48 months
3331-HQDTW,Female,0,No,No,34,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.64526140920244,25-48 months
9490-DFPMD,Female,1,No,No,42,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.7721062985127546,25-48 months
2581-VKIRT,Female,0,Yes,Yes,59,One year,No,Mailed check,65.5,3801.3,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.035546786641123075,48+ months (Loyal)
5442-XSDCW,Male,0,Yes,Yes,11,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.770713013278858,0-12 months (New)
7426-WEIJX,Male,1,Yes,Yes,60,Month-to-month,Yes,Electronic check,80.95,4859.1,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.438941445808893,48+ months (Loyal)
2851-MMUTZ,Female,0,No,No,27,Month-to-month,Yes,Mailed check,56.15,1439.35,No,Yes,No,DSL,No,Yes,No,Yes,No,No,0.3055257648807635,25-48 months
3049-NDXFL,Female,0,No,No,1,Month-to-month,No,Mailed check,85.8,85.8,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.8123429303084707,0-12 months (New)
